,cum_return,SR,SR_BTC,MD,Vol
0,0.586389237199338,-4.617808154178152,-3.6623473075695068,0.4151201468024053,0.0041709873342213695
1,0.6605189877730955,-3.5507293278126286,-2.8568610508652927,0.34430825156275324,0.004214699875041585
2,0.7084156183404772,-2.922256793614789,-2.3797721756584798,0.29704483866468634,0.004256699026880776
3,0.7395562639889947,-2.5378179498823425,-2.0916132249033565,0.2668791310981977,0.00428984214615232
4,0.7661941211733129,-2.2263999309974474,-1.8537914060609335,0.24118729068037548,0.00431637864042071
5,0.786913742526384,-1.987002864895265,-1.6712048448010275,0.22141000728075022,0.00435185200108939
6,0.8007683135915507,-1.8260698041043133,-1.5479843841117649,0.2085747686696402,0.004390500730284097
7,0.821472984994043,-1.609855953217455,-1.3818379107847845,0.1926975904186583,0.004407984662404772
8,0.8403807083434202,-1.4158340819765924,-1.231723931381971,0.18513428529715226,0.004432076754052128
9,0.8530168864166731,-1.2837513816309596,-1.129565856435014,0.17669694943123415,0.004468583261448151
10,0.8706735461923419,-1.1093709821036055,-0.9942706810257331,0.16808603991997717,0.004504590151206553
11,0.8746416169685888,-1.064894008846017,-0.9599109960640895,0.16572678160727927,0.004538650369710405
12,0.8946034800554086,-0.8795104981643719,-0.8155147555499338,0.15200593168531162,0.004569460225358712
13,0.905499346031402,-0.7748709687883969,-0.734938575376103,0.14764419543716711,0.0046227716259487255
14,0.9227876177772643,-0.622299715707804,-0.6156615897678654,0.13679967089406508,0.004659496834213314
15,0.9274136343078071,-0.5794367336727542,-0.5822042128364324,0.13240911220984852,0.004692766330609302
16,0.954441207641399,-0.34852107670887794,-0.400245006432719,0.11592330089738156,0.004827792674642633
17,0.9716529641433587,-0.2132969275941699,-0.2917363827814849,0.1141639162657665,0.0048648772811830596
18,0.9788096098987418,-0.15719033366615812,-0.24622310488045365,0.11239016562810111,0.004916715653770014
19,0.9842877306637162,-0.11494958482759392,-0.2116859435173588,0.11300259612390395,0.004971475731011659
20,0.9899360934035935,-0.07264536667705956,-0.1768314383699393,0.10845656420469962,0.005024266139577147
21,0.9975680533878762,-0.01729686315461357,-0.13109917316021066,0.10725939134352547,0.005079660693623982
22,1.0115226050665942,0.08082109541629656,-0.05032405813850333,0.10450735016976143,0.005115112182837337
23,1.019247889870308,0.13278156237337724,-0.006377702182543421,0.10467072239429209,0.005181055599681252
24,1.030285826388562,0.20522164139177496,0.054768115219035046,0.10434087358563371,0.005246149835368015
25,1.035578682638153,0.23822175380327096,0.08328663501982148,0.10497653606690038,0.005295587742064302
26,1.0414933088022562,0.27302801412367983,0.11427314583084149,0.10633041726886816,0.005373188746515894
27,1.0501056851312724,0.32290992962787557,0.1583469310007292,0.10721397336907756,0.005463428160258682
28,1.0555495085927282,0.3512459278626355,0.1847684518036947,0.10931971756521519,0.005553875291124293
29,1.061635096598764,0.38316023156512435,0.21409145041080027,0.11253036113991466,0.005632674814779077
30,1.0711417361415159,0.435332267203505,0.2601221707135797,0.10951587788592176,0.005696578091961527
31,1.0826873396136398,0.494704824551076,0.3136633311920182,0.1093625138313602,0.005794907740842147
32,1.0906665566063463,0.5347223046335275,0.34990125538828865,0.10785788596391044,0.005856739670620155
33,1.0961022177683863,0.556897997111732,0.37192774249066096,0.10845300809130332,0.005945648928782186
34,1.0999099173774456,0.5662710206730778,0.38418279868427635,0.11445641028247477,0.006068215671952872
35,1.1125657079542537,0.6226122732450506,0.4368891103620286,0.11190029180906347,0.006182143878185941
36,1.119826138930315,0.6502587626103493,0.46434604949911595,0.11411865970582302,0.006280261018582043
37,1.1326714718362472,0.7037340141426329,0.5146487461897363,0.11139498691572136,0.006387863206905569
38,1.1390362810020767,0.7230588985702486,0.5354221887979012,0.11373890252858143,0.006496784280427854
39,1.1491860014764632,0.7617506395546105,0.5726872371727283,0.11364272384409602,0.0065870298743674035
40,1.1458935500320555,0.7346542146685662,0.5528191433566665,0.12317775739433812,0.006689055755068144
41,1.1578673329260303,0.7810337361883438,0.5967841377759417,0.12049562897201305,0.006772105916053655
42,1.1722231666675258,0.8380146280000843,0.6496001983884327,0.11366054736238684,0.006842225688412468
43,1.1839886264240822,0.8769234667146841,0.6879779016059295,0.11464859453934817,0.0069495851907745085
